IXP_Country_ISO_Alpha2,IXPDB_ID,PCH_ID,PeeringDB_ID,IXP_name,IXP_City,IXP_region_continent,Date_Creation_IXP,IXP_Website,IXP_Url_Stats,URL_stats_comments,Date_check_Stats
US,148,345,13,SIX Seattle,Seattle,North America,2010-07-29T00:00:00Z,https://www.seattleix.net/,https://www.seattleix.net/statistics/,OK,2019/7/11
US,138,320,14,NYIIX,New York,North America,2010-07-29T00:00:00Z,https://www.nyiix.net/locations/nyiix-new-york/,https://www.nyiix.net/mrtg/sum.html,OK,2019/7/11
GB,1,0,18,LINX LON1,London,Europe,2010-07-29T00:00:00Z,https://www.linx.net/,https://stats.linx.net/,OK,2019/7/11
AU,108,9,21,IX Australia WA,Perth/WA,Australia,2010-07-29T00:00:00Z,http://www.ix.asn.au,https://metrics.ix.asn.au,OK (Grafana home page linked to IX aggregates Overview and Peers),2019/7/11
US,137,297,23,NYIIX Los Angeles,Los Angeles,North America,2010-07-29T00:00:00Z,https://www.nyiix.net/locations/nyiix-la/,https://www.nyiix.net/LA-mrtg/sum.html,OK,2019/7/11
CA,163,39,24,TorIX,Toronto,North America,2010-07-29T00:00:00Z,https://www.torix.ca/,https://www.torix.ca/traffic-statistics/,OK,2019/7/11
NL,2,160,26,AMS-IX,Amsterdam,Europe,2010-07-29T00:00:00Z,http://www.ams-ix.net/,https://www.ams-ix.net/statistics/,Not OK (traffic data graphs available at https://www.ams-ix.net/ams/documentation/total-stats),2019/7/11
CH,22,236,29,Equinix Zurich,Zurich,Europe,2010-07-29T00:00:00Z,https://www.equinix.ch/services/interconnection-connectivity/internet-exchange/,https://ix.equinix.com/,Not OK (No graph),2019/7/11
JP,44,JPIX,30,JPIX TOKYO,Tokyo,Asia Pacific,2010-07-29T00:00:00Z,https://www.jpix.ad.jp/en/,https://www.jpix.ad.jp/en/technical_traffic.php,OK,2019/7/11
DE,9,83,31,DE-CIX Frankfurt,Frankfurt,Europe,2010-07-29T00:00:00Z,https://fra.de-cix.net,https://www.de-cix.net/en/locations/germany/frankfurt/statistics,OK,2019/7/11
CH,7,231,33,CIXP,Geneva,Europe,2010-07-29T00:00:00Z,http://www.cixp.net/,http://cixp.net/technical/members-traffic,OK,2019/7/11
IT,8,118,35,MIX-IT,Milan,Europe,2010-07-29T00:00:00Z,https://www.mix-it.net/,http://www.mix-it.net/statistics/cgi-bin/14all-Totale_globale.cgi?log=totaltraffic_global,OK,2019/7/11
FR,None,77,40,PARIX,Paris,Europe,2010-07-29T00:00:00Z,http://www.parix.net/,http://www.parix.net/cgi-bin/mrtg-rrd.cgi/giga.parix.net_total.html,Not OK (connection time out),2019/7/11
US,None,885,41,NYCX,New York,North America,2010-07-29T00:00:00Z,http://www.nycx.net/,http://www.nycx.net/index.php?page=Traffic,Not OK (name not resolved),2019/7/11
HK,110,96,42,HKIX,Hong Kong,Asia Pacific,2010-07-29T00:00:00Z,https://www.hkix.net/,https://www.hkix.net/hkix/stat/aggt/hkix-aggregate.html,OK,2019/7/11
TW,113,238,43,TWIX,Taipei,Asia Pacific,2010-07-29T00:00:00Z,http://www.twix.net,http://www.twix.net/all_e.html,OK,2019/7/11
IE,20,0,48,INEX LAN1,Dublin,Europe,2010-07-29T00:00:00Z,https://www.inex.ie/,https://www.inex.ie/ixp/statistics/ixp,OK,2019/7/11
AT,3,15,50,VIX,Vienna,Europe,2010-07-29T00:00:00Z,http://www.vix.at,https://www.vix.at/vix_statistics.html,OK,2019/7/11
GB,18,64,53,LONAP,London,Europe,2010-07-29T00:00:00Z,https://www.lonap.net/,https://www.lonap.net/bandwidth.shtml,OK,2019/7/11
HU,55,99,55,BiX,Budapest,Europe,2010-07-29T00:00:00Z,http://bix.hu/en,http://bix.hu/en/statistics,OK (Links to member traffic graphs),2019/7/11
BE,4,17,59,BNIX,Brussels,Europe,2010-07-29T00:00:00Z,https://www.bnix.net,https://bnix.net/en/content/figures,Not OK (No graph),2019/7/11
CH,34,234,60,SwissIX,Zurich,Europe,2010-07-29T00:00:00Z,https://www.swissix.ch/,https://www.swissix.net/infrastructure/traffic,OK,2019/7/11
ES,11,211,62,CATNIX,Barcelona,Europe,2010-07-29T00:00:00Z,http://www.catnix.net,http://www.catnix.net/en/statistics/,OK,2019/7/11
ES,62,ESPANIX,63,ESPANIX Madrid Lower LAN,Madrid,Europe,2010-07-29T00:00:00Z,http://www.espanix.net,http://stats.espanix.net/,OK,2019/7/11
NL,27,572,64,NL-ix,Amsterdam,Europe,2010-07-29T00:00:00Z,https://www.nl-ix.net/,https://www.nl-ix.net/traffic.php,OK,2019/7/11
FR,31,71,69,LyonIX,Lyon,Europe,2010-07-29T00:00:00Z,http://www.lyonix.net/,http://noc.rezopole.net/,OK,2019/7/11
SE,5,227,70,Netnod Stockholm,Stockholm,Europe,2010-07-29T00:00:00Z,http://www.netnod.se,http://www.netnod.se/ix/statistics/,OK,2019/7/11
CZ,15,55,71,NIX.CZ,Prague,Europe,2010-07-29T00:00:00Z,http://www.nix.cz/,https://www.nix.cz/en/port/mrtg2/nix-all,OK,2019/7/11
PT,10,186,72,GigaPIX,Lisbon,Europe,2010-07-29T00:00:00Z,http://www.gigapix.pt,https://gigapix.pt/pt/informacao-tecnica/estatisticas-de-trafego/,OK,2019/7/11
DE,77,89,73,ECIX-MUC / INXS by ecix,Munich,Europe,2010-07-29T00:00:00Z,https://www.ecix.net,https://www.ecix.net/infrastructure/statistics,OK (should click the link),2019/7/11
DE,47,0,74,DE-CIX Hamburg,Hamburg,Europe,2010-07-29T00:00:00Z,https://ham.de-cix.net,https://www.de-cix.net/locations/germany/hamburg/statistics,OK,2019/7/11
DK,29,56,78,DIX,Copenhagen,Europe,2010-07-29T00:00:00Z,http://www.dix.dk/,http://www.dix.dk/,OK,2019/7/11
NO,19,174,83,NIX1,Oslo,Europe,2010-07-29T00:00:00Z,https://www.nix.no,https://www.nix.no/statistics/,OK,2019/7/11
SK,89,204,84,SIX.SK,Bratislava,Europe,2010-07-29T00:00:00Z,http://www.six.sk,http://www.six.sk/stats,OK,2019/7/11
DE,21,80,87,BCIX,Berlin,Europe,2010-07-29T00:00:00Z,https://www.bcix.de/,https://www.bcix.de/bcix/traffic/,OK,2019/7/11
US,267,303,89,MadIX,Madison,North America,2010-07-29T00:00:00Z,http://kb.wisc.edu/ns/page.php?id=6636,http://stats.net.wisc.edu/madix.html,OK,2019/7/11
DE,340,82,91,ECIX-DUS,Duesseldorf,Europe,2010-07-29T00:00:00Z,https://www.ecix.net/,https://www.ecix.net/infrastructure/statistics,OK (should click the link),2019/7/11
JP,441,134,92,DIX-IE,Tokyo,Asia Pacific,2010-07-29T00:00:00Z,http://nspixp.wide.ad.jp/,http://nspixp.wide.ad.jp/2/,Not OK (requested URL not found on the server),2019/7/11
JP,42,0,95,JPNAP Tokyo,Tokyo,Asia Pacific,2010-07-29T00:00:00Z,https://www.jpnap.net/en/,https://www.jpnap.net/en/tokyo/traffic.html,OK,2019/7/11
PL,85,185,96,WIX,Warsaw,Europe,2010-07-29T00:00:00Z,http://www.wix.net.pl/,http://www.wix.net.pl/vxb/w/index.asp?statystyki_x=statystyki,Not OK (requested URL not found on the server),2019/7/11
FI,23,69,98,FICIX 2 (Helsinki),Helsinki,Europe,2010-07-29T00:00:00Z,https://www.ficix.fi/,https://stats-ficix.basen.com/#/page?name=StatsWelcome&source=wiki,OK,2019/7/11
RU,13,191,100,MSK-IX Moscow,Moscow,Europe,2010-07-29T00:00:00Z,http://www.msk-ix.ru/en,http://www.msk-ix.ru/en/traffic,OK,2019/7/11
RU,87,195,107,MSK-IX Saint-Petersburg,St.Petersburg,Europe,2010-07-29T00:00:00Z,http://www.msk-ix.ru/en/ix/spb,http://www.msk-ix.ru/en/traffic/,OK,2019/7/11
IT,14,121,115,TOP-IX,Turin,Europe,2010-07-29T00:00:00Z,http://www.top-ix.org,http://www.top-ix.org/traffic-summary,OK,2019/7/11
BR,215,29,119,Equinix S??o Paulo,S??o Paulo,South America,2010-07-29T00:00:00Z,https://www.equinix.com,https://ix.equinix.com,Not OK (No graph),2019/7/11
IT,17,120,121,NaMeX Rome IXP,Rome,Europe,2010-07-29T00:00:00Z,https://www.namex.it,https://www.namex.it/statistics,OK,2019/7/11
DE,78,556,123,KleyReX,Frankfurt,Europe,2010-07-29T00:00:00Z,http://www.kleyrex.net/,http://www.kleyrex.net/stats.html,Not OK (need to login),2019/7/11
US,256,286,127,Oregon Internet Exchange (OIX),Eugene  Oregon,North America,2010-07-29T00:00:00Z,http://www.oregon-ix.net/,http://www.oregon-ix.net/stat-frme.html,Not OK (requested URL not found on the server),2019/7/11
JP,120,126,145,JPNAP Osaka,Osaka,Asia Pacific,2010-07-29T00:00:00Z,https://www.jpnap.net/en/,https://www.jpnap.net/en/osaka/traffic.html,OK,2019/7/11
BR,791,30,171,IX.br (PTT.br) S??o Paulo,S??o Paulo/SP,South America,2010-12-11T00:00:00Z,http://ix.br,http://ix.br/trafego/agregado/sp,OK,2019/7/11
SE,144,627,172,STHIX - Stockholm,Stockholm,Europe,2010-07-29T00:00:00Z,http://www.sthix.net/,http://www.sthix.net/,OK,2019/7/11
BR,158,1092,173,IX.br (PTT.br) Porto Alegre,Porto Alegre/RS,South America,2010-12-11T00:00:00Z,http://ix.br,http://ix.br/trafego/agregado/rs,OK,2019/7/11
BR,156,1832,174,IX.br (PTT.br) Curitiba,Curitiba/PR,South America,2010-12-11T00:00:00Z,http://ix.br,http://ix.br/trafego/agregado/pr,OK,2019/7/11
BR,157,22,175,IX.br (PTT.br) Florian¨®polis,Florian¨®polis/SC,South America,2010-12-11T00:00:00Z,http://ix.br,http://ix.br/trafego/agregado/sc,OK,2019/7/11
BR,154,19,176,IX.br (PTT.br) Belo Horizonte,Belo Horizonte/MG,South America,2010-12-11T00:00:00Z,http://ix.br,http://ix.br/trafego/agregado/mg,OK,2019/7/11
BR,159,415,177,IX.br (PTT.br) Rio de Janeiro,Rio de Janeiro/RJ,South America,2010-12-11T00:00:00Z,http://ix.br/,http://ix.br/trafego/agregado/rj,OK,2019/7/11
BR,155,20,178,IX.br (PTT.br) Bras¨ªlia,Bras¨ªlia/DF,South America,2010-12-11T00:00:00Z,http://ix.br,http://ix.br/trafego/agregado/df,OK,2019/7/11
UA,48,249,184,UA-IX,Kiev,Europe,2010-07-29T00:00:00Z,http://www.ua-ix.net.ua/en,http://www.ix.net.ua/pro-kompaniyu/statystyka,OK,2019/7/11
SE,100,222,192,Netnod Gothenburg,Gothenburg,Europe,2010-07-29T00:00:00Z,http://www.netnod.se,http://www.netnod.se/ix/statistics/,OK,2019/7/11
DK,294,0,193,Netnod Copenhagen,Malmo / Copenhagen,Europe,2010-07-29T00:00:00Z,http://www.netnod.se,http://www.netnod.se/ix/statistics/,OK,2019/7/11
SE,102,229,194,Netnod Sundsvall,Sundsvall,Europe,2010-07-29T00:00:00Z,http://www.netnod.se,http://www.netnod.se/ix/statistics/,OK,2019/7/11
DE,30,81,209,ECIX-BER,Berlin,Europe,2010-07-29T00:00:00Z,https://www.ecix.net/,https://www.ecix.net/infrastructure/statistics,OK (should click the link),2019/7/11
ID,111,110,210,IIX-Jakarta,Jakarta,Asia Pacific,2010-07-29T00:00:00Z,http://www.iix.net.id,http://mrtg.iix.net.id,OK (should click the link),2019/7/11
RU,86,192,223,MSK-IX Novosibirsk,Novosibirsk,Asia Pacific,2010-07-29T00:00:00Z,http://www.msk-ix.ru/en/ix/nsk,http://www.msk-ix.ru/en/traffic,OK,2019/7/11
IS,33,100,228,RIX,Reykjavik,Europe,2010-07-29T00:00:00Z,https://www.rix.is/,https://www.rix.is/english/statistics.html,OK,2019/7/11
PL,151,0,230,POZIX,Poznan,Europe,2010-07-29T00:00:00Z,http://www.pozix.pl/,https://www.pozix.pl/#statystyki,OK,2019/7/11
SE,106,879,231,MalmIX Malmo / IXOR,Malm??,Europe,2010-07-29T00:00:00Z,http://www.ixor.se,http://www.ixor.se/statistics/,Not OK (404 Page not found),2019/7/11
US,149,925,239,ChIX,Chicago,North America,2010-07-29T00:00:00Z,https://unitedix.net/location/chicago,https://unitedix.net/location/chicago/networks,OK,2019/7/11
NP,53,159,241,npIX PTS,Kathmandu,Asia Pacific,2010-07-29T00:00:00Z,http://www.npix.net.np/,http://www.npix.net.np/graph,OK,2019/7/11
DE,54,0,248,DE-CIX Munich,Munich,Europe,2010-07-29T00:00:00Z,https://muc.de-cix.net,https://www.de-cix.net/locations/germany/munich/statistics,OK,2019/7/11
CO,69,0,252,NAP Colombia,Bogota,South America,2010-12-11T00:00:00Z,http://nap.co,http://nap.co/html/estadisticas.php,OK,2019/7/11
FR,39,1097,255,Equinix Paris,Paris,Europe,2010-07-29T00:00:00Z,https://www.equinix-ix.fr/,https://ix.equinix.com/,Not OK (No graph),2019/7/11
SE,145,225,257,Netnod Lulea,Lulea,Europe,2010-07-29T00:00:00Z,http://www.netnod.se,http://www.netnod.se/ix/statistics/,OK,2019/7/11
PL,36,509,264,Equinix Warsaw (PLIX),Warsaw,Europe,2010-07-29T00:00:00Z,http://www.plix.pl/,http://www.plix.pl/en/network/statistic,Not OK (No graph),2019/7/11
RO,37,804,270,InterLAN,Bucharest  Arad  Cluj-Napoca  Constanta  Craiova  Iasi  Suceava  Timisoara,Europe,2010-07-29T00:00:00Z,https://www.interlan.ro/en/,https://ixpm.interlan.ro/statistics/ixp,OK,2019/7/11
EG,206,59,274,CAIX,Cairo,Middle East,2010-07-29T00:00:00Z,http://www.caix.net.eg/,http://www.caix.net.eg/index.php/technical-info/traffic-statistics,OK,2019/7/11
DE,341,1052,291,ECIX-HAM,Hamburg,Europe,2010-07-29T00:00:00Z,https://www.ecix.net/,https://www.ecix.net/infrastructure/statistics,OK (should click the link),2019/7/11
NO,99,1506,298,NIX2,Oslo,Europe,2010-07-29T00:00:00Z,https://www.nix.no/,https://www.nix.no/statistics/,OK,2019/7/11
RO,16,189,301,RoNIX,Bucharest,Europe,2010-07-29T00:00:00Z,https://anisp.ro/,https://ronix.ro/,Not OK (No graph),2019/7/11
HR,28,51,303,CIX,Zagreb,Europe,2010-07-29T00:00:00Z,http://www.cix.hr/,http://www.cix.hr/en/about-cix/traffic-statistics/traffic-summary,OK,2019/7/11
IT,38,1128,311,VSIX,Padova,Europe,2010-07-29T00:00:00Z,http://www.vsix.it/,https://www.vsix.it/en/support/statistics.htm,OK,2019/7/11
NL,146,803,313,R_iX,Rotterdam,Europe,2010-07-29T00:00:00Z,https://www.r-ix.nl,https://www.r-ix.nl/#Traffic,OK,2019/7/11
BR,214,1088,314,IX.br (PTT.br) Londrina,Londrina/PR,South America,2010-07-29T00:00:00Z,http://ix.br,http://ix.br/trafego/agregado/lda,OK,2019/7/11
SI,25,205,319,SIX SI,Ljubljana,Europe,2010-07-29T00:00:00Z,https://www.arnes.si/infrastructure/six-slovenian-internet-exchange/,https://www.arnes.si/infrastructure/six-slovenian-internet-exchange/six-traffic/,OK,2019/7/11
GB,600,0,321,LINX LON2,London,Europe,2010-07-29T00:00:00Z,http://www.linx.net/,https://stats.linx.net/,OK,2019/7/11
BG,197,1194,326,B-IX,Sofia,Europe,2010-07-29T00:00:00Z,http://www.b-ix.net/,http://www.b-ix.net/technical/statistics/,OK,2019/7/11
UA,198,1240,327,DTEL-IX,Kiev,Europe,2010-07-29T00:00:00Z,https://dtel-ix.net/en/,https://dtel-ix.net/en/st,OK,2019/7/11
FI,46,70,328,TREX,Tampere,Europe,2010-07-29T00:00:00Z,http://www.trex.fi/,https://stats-trex.basen.com/,OK,2019/7/11
BG,40,1137,331,BIX.BG,Sofia,Europe,2010-07-29T00:00:00Z,http://www.bix.bg/,http://www.bix.bg/en/technical_information/traffic_statistics.html,OK,2019/7/11
GR,752,94,347,GR-IX::Athens,Athens,Europe,2010-07-29T00:00:00Z,http://www.gr-ix.gr/,http://www.gr-ix.gr/traffic/,OK,2019/7/11
RU,169,190,350,MSK-IX Ekaterinburg,Ekaterinburg,Asia Pacific,2010-07-29T00:00:00Z,http://www.msk-ix.ru/en/ix/ekt,http://www.msk-ix.ru/en/traffic,OK,2019/7/11
CA,266,QIX,355,QIX,Montreal,North America,2010-07-29T00:00:00Z,https://www.qix.ca/?lang=en,https://www.qix.ca/network?lang=en,OK,2019/7/11
RU,523,0,358,DATAIX,Frankfurt  Stockholm  Helsinki  Amsterdam  St.Petersburg  Moscow  Ekaterinburg  Ufa  Novosibirsk  Omsk  Khabarovsk Kiev  Kharkov  Odessa,Europe,2010-07-29T00:00:00Z,http://www.dataix.ru,http://graphs.dataix.ru/total.png,OK (just one single png graph),2019/7/11
FR,41,1124,359,France-IX Paris,Paris,Europe,2010-07-29T00:00:00Z,https://www.franceix.net,https://tools.franceix.net/pops,OK,2019/7/11
CW,61,988,366,AMS-IX Caribbean,Curacao,South America,2013-05-12T00:00:00Z,http://www.ams-ix.cw/,https://cw.ams-ix.net/technical--2/statistics,Not OK (traffic data graphs available at https://www.ams-ix.net/car/documentation/total-stats),2019/7/11
RO,291,1385,372,Balcan-IX,Bucharest,Europe,2010-07-29T00:00:00Z,http://www.balcan-ix.net,http://balcan-ix.net/new/en/traffic-statistics/,Not OK (404 Page not found but traffic data graphs available at http://www.balcan-ix.net/traffic-statistics/),2019/7/11
RU,170,1044,378,MSK-IX Vladivostok,Vladivostok,Asia Pacific,2010-07-29T00:00:00Z,http://www.msk-ix.ru/en/ix/vlv,http://www.msk-ix.ru/en/traffic,OK,2019/7/11
RU,88,193,379,MSK-IX Samara,Samara,Europe,2010-07-29T00:00:00Z,http://www.msk-ix.ru/en/ix/smr,http://www.msk-ix.ru/en/traffic,OK,2019/7/11
RU,178,1046,380,MSK-IX Rostov-on-Don,Rostov-on-Don,Europe,2010-07-29T00:00:00Z,http://www.msk-ix.ru/en/ix/rnd,http://www.msk-ix.ru/en/traffic/,OK,2019/7/11
LV,83,151,383,LIX-LV,Riga,Europe,2010-07-29T00:00:00Z,http://www.lix.lv,http://www.lix.lv/site/load,OK,2019/7/11
IE,645,0,387,INEX LAN2,Dublin,Europe,2010-07-29T00:00:00Z,https://www.inex.ie/,https://www.inex.ie/ixp/statistics/ixp,OK,2019/7/11
RU,275,1223,398,MSK-IX Kazan,Kazan,Europe,2010-07-29T00:00:00Z,http://www.msk-ix.ru/en/ix/kzn,http://www.msk-ix.ru/en/traffic/,OK,2019/7/11
BR,262,1199,415,IX.br (PTT.br) Campinas,Campinas/SP,South America,2010-07-31T00:00:00Z,http://ix.br,http://ix.br/trafego/agregado/cas,OK,2019/7/11
UG,96,248,422,UIXP,Kampala,Africa,2010-08-18T00:00:00Z,https://uixp.co.ug/,https://portal.uixp.co.ug/public-statistics/public,OK,2019/7/11
SG,371,1272,429,SGIX,Singapore,Asia Pacific,2010-09-10T00:00:00Z,https://www.sgix.sg,https://www.sgix.sg/traffic-statistics/,OK,2019/7/11
AT,348,14,430,GraX,Graz,Europe,2010-09-14T00:00:00Z,http://www.grax.at/,http://www.grax.at/traffic/,Not OK (totally blank),2019/7/11
GB,281,1232,435,IX Leeds,Leeds / Western Yorkshire,Europe,2010-09-21T00:00:00Z,http://ixleeds.net,http://ixleeds.net/graphs.php,Not OK (requested URL not found on the server),2019/7/11
US,335,1265,446,MICE,Minneapolis  MN,North America,2010-10-09T00:00:00Z,http://www.micemn.net,http://micelg.usinternet.com/export/,OK,2019/7/11
GU,472,1267,463,GU-IX,Guam,Asia Pacific,2010-12-09T00:00:00Z,http://www.gu-ix.net,http://www.gu-ix.net/stats/,Not OK (requested URL not found on the server),2019/7/11
PL,436,1645,474,EPIX.Warszawa-KIX,Warsaw,Europe,2011-01-15T00:00:00Z,http://www.epix.net.pl/,http://www.epix.net.pl/narzedzia/statystyki-epix/#epix-katowice-stats,Not OK (access to the site is limited for security reasons),2019/7/11
PL,346,918,481,Thinx,Warsaw,Europe,2011-02-06T00:00:00Z,http://www.atman.pl,https://portal.atman.pl/stats/acx.jsf,Not OK (need to login),2019/7/11
