IXP_Country_ISO_Alpha2,IXPDB_ID,PDB_ID,IXP_name_IXPDB,IXP_name_PDB,IXP_City,IXP_region_continent,Date_Creation_PDB,Date_update_IXPDB,IXP_Website,IXP_Url_Stats
US,613,1174,IX-SEA (Seattle IX),MegaIX Seattle,Seattle,North America,2015-12-08T00:00:00Z,2019-08-06T06:01:41Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/
US,611,1175,IX-LAX (Los Angeles IX),MegaIX Los Angeles,Los Angeles,North America,2015-12-08T00:00:00Z,2019-08-06T06:01:42Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/
US,610,1180,IX-DAL (Dallas IX),MegaIX Dallas,Dallas,North America,2015-12-08T00:00:00Z,2019-08-06T06:01:44Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/
US,650,1207,IX-Denver (Interconnection Exchange Denver),IX-Denver,Denver,North America,2016-01-10T00:00:00Z,2019-07-03T17:01:05Z,https://ix-denver.org,https://portal.ix-denver.org/statistics/ixp
KH,432,1209,CNX (Cambodian Network Exchange),CNX,Phnom Penh,Asia Pacific,2016-01-13T00:00:00Z,2019-06-17T08:53:39Z,http://cnx.net.kh,http://cnx.net.kh/traffic/
DE,565,1214,DE-CIX DUS (DE-CIX Dusseldorf),DE-CIX Dusseldorf,D¨¹sseldorf,Europe,2016-01-28T00:00:00Z,2019-08-06T12:01:36Z,https://www.de-cix.net/locations/germany/dusseldorf,https://dus.de-cix.net
AU,607,1235,IX-PER (Perth IX),MegaIX Perth,Perth,Australia,2016-02-27T00:00:00Z,2019-08-06T06:01:44Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/
RU,678,1242,W-IX (W-IX),W-IX,Moscow,Europe,2016-03-18T10:53:09Z,2019-06-18T23:49:17Z,http://www.w-ix.ru,https://www.w-ix.ru/i/w-ix-g.png
US,580,1249,DE-CIX Dallas (DE-CIX Dallas),DE-CIX Dallas,Dallas,North America,2016-03-22T15:29:10Z,2019-06-16T18:04:22Z,https://www.de-cix.net/en/locations/united-states/dallas,https://www.de-cix.net/locations/united-states/dallas/statistics
BR,616,1276,Foz do Igua??u (IGU) (IX.br - Foz do Igua??u (IGU)),IX.br (PTT.br) Foz do Igua??u,Foz do Igua??u/PR,South America,2016-04-13T10:59:21Z,2019-06-17T09:08:51Z,http://ix.br/,http://ix.br/trafego/agregado/igu
ES,470,1277,DE-CIX MAD (DE-CIX Madrid),DE-CIX Madrid,Madrid,Europe,2016-04-13T14:11:26Z,2019-08-07T12:01:48Z,https://mad.de-cix.net,https://www.de-cix.net/locations/spain/madrid/statistics
US,679,1285,SIX Seattle (Jumbo) (Seattle Internet Exchange (9000 MTU)),SIX Seattle (Jumbo),Seattle,North America,2016-04-21T14:40:58Z,2019-06-18T23:50:09Z,https://www.seattleix.net/,https://www.seattleix.net/statistics/
CA,575,1307,IX-TOR (Toronto IX),MegaIX Toronto,Toronto,North America,2016-05-12T14:56:25Z,2019-08-06T06:01:44Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/
NL,681,1308,LSIX,LSIX,The Hague,Europe,2016-05-12T17:46:39Z,2019-06-19T01:21:20Z,https://lsix.net,https://my.lsix.net
IN,117,1317,NIXI - Kolkata (National Internet Exchange of India - Kolkata),NIXI Kolkata,Kolkata,Asia Pacific,2016-05-21T14:58:57Z,2019-06-18T08:38:34Z,http://nixi.in,http://nixi.in
FR,,1320,,Hopus,Paris  Lyon  Marseille  Geneva  Amsterdam  Frankfurt,Europe,2016-05-25T11:26:20Z,,https://hopus.net,https://hopus.net/stats
DE,747,1329,Community-IX DE,Community-IX,Berlin,Europe,2016-06-06T08:54:17Z,2019-06-19T00:04:16Z,http://www.community-ix.de/,https://www.community-ix.de/technik/
FI,171,1332,FICIX - Espoo (Finnish Communication and Internet Exchange - Espoo),FICIX 1 (Espoo),Espoo,Europe,2016-06-14T22:19:37Z,2019-05-29T00:19:46Z,https://www.ficix.fi/,https://stats-ficix.basen.com/#/page?name=StatsWelcome&source=wiki
MG,685,1335,MGIX (Madagascar Global Internet eXchange),MGIX,Antananarivo,Africa,2016-06-18T12:04:25Z,2019-06-18T23:51:01Z,http://www.mgix.mg,http://www.mgix.mg/statistiques/
CN,,1375,,CHN-IX Shanghai,Shanghai,Asia Pacific,2016-07-19T07:29:03Z,,http://www.chn-ix.net,https://stats.chn-ix.net/index.html
NO,199,1418,TIX Troms?? (Troms?? Internet Exchange),TIX Troms??,Troms??,Europe,2016-08-22T23:28:39Z,2019-06-18T08:43:42Z,https://www.nix.no,https://www.nix.no/statistics/
NO,200,1419,SIX Stavanger (Stavanger Internet Exchange),SIX Stavanger,Stavanger,Europe,2016-08-22T23:30:20Z,2019-06-17T08:19:11Z,https://www.nix.no,https://www.nix.no/statistics/
NO,193,1420,TRDIX (Trondheim Internet Exchange),TRDIX Trondheim,Trondheim,Europe,2016-08-22T23:33:31Z,2019-06-17T08:16:16Z,https://www.nix.no,https://www.nix.no/statistics/
FR,527,1428,GrenoblIX (Grenoble Internet eXchange Point),GrenoblIX,Grenoble,Europe,2016-09-06T12:26:33Z,2019-08-07T13:04:58Z,http://grenoblix.net/,https://vm-monitoring-1.rezopole.net/stats-services/all_traffic_exchanged_grenoblix/grenoblix.html
FI,440,1464,Equinix Helsinki (Equinix Helsinki),Equinix Helsinki,Helsinki,Europe,2016-09-30T18:22:54Z,2019-08-07T13:04:58Z,https://www.equinix.fi/services/interconnection-connectivity/internet-exchange/,https://ix.equinix.com/
AR,626,1481,NAP CABASE - San Luis (NAP CABASE - San Luis),CABASE-SLU - IX Argentina (San Luis),San Luis,South America,2016-10-14T18:14:52Z,2019-06-18T22:24:52Z,http://www.cabase.org.ar,http://www.cabase.org.ar
AR,795,1484,CABASE-NGB - IX Argentina (Pilar),CABASE-NGB - IX Argentina (Pilar),Pilar,South America,2016-10-14T18:16:58Z,2019-06-18T22:43:06Z,http://www.cabase.org.ar,http://www.cabase.org.ar
MU,546,1508,mixp (Mauritius Internet eXchange Point),MIXP,Ebene,Africa,2016-11-03T12:24:30Z,2019-06-18T23:31:23Z,http://www.mixp.org/,http://www.mixp.org/
CL,680,1514,PIT Santiago - PIT Chile,PIT Santiago - PIT Chile,Santiago,South America,2016-11-11T11:54:40Z,2019-06-19T01:36:55Z,http://www.pitchile.cl,http://www.pitchile.cl/wp/?page_id=37
PL,540,1516,IX.LODZ.PL (Lodz Telecommunication Node),IX.LODZ.PL,??¨®d??,Europe,2016-11-13T17:51:15Z,2019-06-17T15:24:16Z,http://ix.lodz.pl,http://ix.lodz.pl/statystyki/
PY,,1522,,IXpy,San Lorenzo,South America,2016-11-18T22:03:49Z,,http://ix.py,http://monitor.ix.py
PH,232,1561,PHOpenIX (Philippines Open Internet Exchange),PhOpenIX-Manila,Manila,Asia Pacific,2016-12-23T02:16:52Z,2019-06-19T01:10:13Z,http://www.phopenix.net,http://www.phopenix.net/traffic
IN,619,1623,AMS-IX India,AMS-IX India,Mumbai,Asia Pacific,2017-02-07T09:14:28Z,2019-08-07T10:00:54Z,https://ams-ix.in/,https://stats-mum.ams-ix.net/
US,647,1628,IX-LAS (Las Vegas IX),MegaIX Las Vegas,Las Vegas,North America,2017-02-09T04:23:24Z,2019-08-06T06:01:46Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/
EC,,1660,,IXP Ecuador - STD,Santo Domingo,South America,2017-03-03T20:27:04Z,,http://www.ixp.ec,http://www.ixp.ec
US,684,1668,CIX-ATL,CIX-ATL,Atlanta,North America,2017-03-16T17:11:36Z,2019-06-17T17:37:34Z,http://www.communityix.org,https://atl.communityix.org/grapher/ixp?period=month
US,743,1679,Northern New England Neutral Internet Exchange,NNENIX,Portland,North America,2017-03-28T18:37:21Z,2019-06-17T15:42:37Z,http://www.nnenix.net,https://ixp.nnenix.net/statistics/ixp
BR,631,1684,Aracaju (SE) (IX.br - Aracaju),IX.br (PTT.br) Aracaju,Aracaju/SE,South America,2017-03-29T15:38:50Z,2019-06-16T18:44:24Z,http://ix.br/,http://ix.br/trafego/agregado/se
LV,686,1748,MSK-IX Riga,MSK-IX Riga,Riga,Europe,2017-05-23T14:28:50Z,2019-06-18T23:58:41Z,http://www.msk-ix.ru/en/ix/rix,http://www.msk-ix.ru/en/traffic
NL,737,1812,ams (Asteroid Amsterdam IX),Asteroid Amsterdam,Amsterdam,Europe,2017-07-18T07:56:53Z,2019-08-07T13:04:58Z,https://www.asteroidhq.com/ixp-locations/1,https://www.asteroidhq.com/statistics/1
CA,,1829,,YXEIX,Saskatoon,North America,2017-07-24T19:28:13Z,,http://yxeix.ca,http://yxeix.ca/graphs.html
NL,,1842,,Speed-IX,Dronten,Europe,2017-08-03T20:17:52Z,,https://speed-ix.net,https://speed-ix.net/statistic/
BR,789,1847,IX.br (PTT.br) Santa Maria,IX.br (PTT.br) Santa Maria,Santa Maria/RS,South America,2017-08-08T18:24:38Z,2019-06-17T21:14:45Z,http://ix.br/,http://ix.br/trafego/agregado/ria
CN,,1861,,CN-IX-SH,ShangHai,Asia Pacific,2017-08-18T03:20:35Z,,http://www.cn-ix.com,http://www.cn-ix.com
CN,,1862,,CN-IX-BJ,BeiJing,Asia Pacific,2017-08-18T03:36:15Z,,http://www.cn-ix.com,http://www.cn-ix.com
CN,,1863,,CN-IX-GZ,GuangZhou,Asia Pacific,2017-08-18T03:37:09Z,,http://www.cn-ix.com,http://www.cn-ix.com
SE,712,1868,STHIX - Gothenburg (Stockholm Internet eXchange AB),STHIX - Gothenburg,Gothenburg,Europe,2017-08-23T08:54:22Z,2019-08-07T12:01:45Z,http://www.sthix.net,http://www.sthix.net
DK,713,1869,STHIX - Copenhagen (Stockholm Internet eXchange AB),STHIX - Copenhagen,Copenhagen,Europe,2017-08-23T08:56:43Z,2019-08-07T12:01:46Z,http://www.sthix.net,https://www.sthix.net/index.php/home/statistics/
NG,,1870,,IXPN Abuja,Abuja,Africa,2017-08-23T17:40:26Z,,http://www.ixp.net.ng,https://traffics.ixp.net.ng/sensor.htm?id=2876&tabid=1
CN,,1886,,Cnean,BeiJing,Asia Pacific,2017-08-29T09:13:57Z,,http://www.cnean.com,http://www.cnean.com
PL,721,1919,APLIX.PL (APLIX),APLIX,Gdynia,Europe,2017-09-19T08:22:23Z,2019-06-16T21:39:56Z,http://www.aplix.pl,http://www.aplix.pl
SE,718,1923,Equinix Stockholm (Equinix Stockholm),Equinix Stockholm,Stockholm,Europe,2017-09-22T14:00:51Z,2019-08-07T13:04:58Z,https://www.equinix.se/services/interconnection-connectivity/internet-exchange/,https://ix.equinix.com/
IT,719,1925,Equinix Milan (Equinix Milan),Equinix Milan,Milan,Europe,2017-09-22T18:04:51Z,2019-08-07T13:04:58Z,https://www.equinix.it/services/interconnection-connectivity/internet-exchange/,https://ix.equinix.com/
IE,714,1926,Equinix Dublin (Equinix Dublin),Equinix Dublin,Dublin,Europe,2017-09-22T18:06:18Z,2019-08-07T13:04:58Z,http://www.equinix.ie/services/interconnection-connectivity/internet-exchange/,https://ix.equinix.com/
GB,717,1927,Equinix Manchester (Equinix Manchester),Equinix Manchester,Manchester,Europe,2017-09-22T18:07:36Z,2019-08-07T13:04:58Z,http://www.equinix.co.uk/services/interconnection-connectivity/internet-exchange/,https://ix.equinix.com/
BR,787,1983,IX.br (PTT.br) Jo??o Pessoa,IX.br (PTT.br) Jo??o Pessoa,Jo??o Pessoa/PB,South America,2017-10-27T17:08:20Z,2019-06-17T20:53:17Z,http://ix.br/,http://ix.br/trafego/agregado/jpa
GB,716,1997,Equinix London (Equinix London),Equinix London,London,Europe,2017-11-06T11:14:19Z,2019-08-07T13:04:58Z,https://www.equinix.co.uk/services/interconnection-connectivity/internet-exchange/,https://ix.equinix.com/
DE,715,1998,Equinix Frankfurt (Equinix Frankfurt),Equinix Frankfurt,Frankfurt,Europe,2017-11-06T11:14:25Z,2019-08-07T13:04:58Z,https://www.equinix.de/services/interconnection-connectivity/internet-exchange/,https://ix.equinix.com/
US,729,1999,PIT-IX (Pittsburgh Internet Exchange),PIT-IX,Pittsburgh,North America,2017-11-07T18:08:16Z,2019-06-16T21:49:40Z,https://pit-ix.net,https://pit-ix.net/stats
AL,746,2004,ANIX (Albanian Neutral Internet eXchange),ANIX - Albanian Neutral Internet eXchange,Tirana,Europe,2017-11-13T14:18:57Z,2019-02-20T10:06:14Z,http://www.anix.al,http://www.anix.al/stats
LT,741,2005,BALT-IX (Baltic Internet Exchange),BALT-IX,Vilnius,Europe,2017-11-14T08:28:53Z,2019-06-17T10:01:41Z,http://www.balt-ix.lt,http://stats.balt-ix.net
NL,779,2031,Equinix Amsterdam,Equinix Amsterdam,Amsterdam,Europe,2017-12-06T10:45:13Z,2019-06-16T21:28:47Z,https://www.equinix.nl/services/interconnection-connectivity/internet-exchange/,https://ix.equinix.com/
US,,2032,,Sacramento-IX,Sacramento,North America,2017-12-08T02:22:00Z,,http://www.sacramento-ix.net,http://www.sacramento-ix.net
RU,,2035,,Eurasia Peering IX,Moscow,Europe,2017-12-11T17:23:26Z,,http://eurasiapeering.com/,http://eurasiapeering.com/traffic.htm
AR,794,2039,CABASE-OGB - IX Argentina (Moreno),CABASE-OGB - IX Argentina (Moreno),Moreno,South America,2017-12-12T21:29:44Z,2019-06-18T22:40:46Z,http://www.cabase.org.ar,http://www.cabase.org.ar
AR,707,2040,NAP CABASE - Resistencia (NAP CABASE - Resistencia),CABASE-RST - IX Argentina (Resistencia),Resistencia,South America,2017-12-12T21:39:07Z,2019-06-17T09:16:28Z,http://www.cabase.org.ar,http://www.cabase.org.ar
CA,,2070,,MonctonIX,Moncton,North America,2018-01-18T19:29:41Z,,http://monctonix.ca,http://monctonix.ca
BR,792,2078,IX.br (PTT.br) Teresina,IX.br (PTT.br) Teresina,Teresina/PI,South America,2018-01-23T10:56:25Z,2019-06-17T21:07:29Z,http://ix.br/,http://ix.br/trafego/agregado/the
DE,775,2084,LocIX (LocIX Internet Exchange),LocIX,Frankfurt am Main,Europe,2018-02-01T13:31:42Z,2019-07-24T15:01:38Z,https://locix.online,https://locix.online/stats
BR,790,2086,IX.br (PTT.br) S??o Lu¨ªs,IX.br (PTT.br) S??o Lu¨ªs,S??o Lu¨ªs/MA,South America,2018-02-05T16:33:07Z,2019-06-17T21:15:13Z,http://ix.br/,http://ix.br/trafego/agregado/slz
MM,,2102,,MMIX,Yangon,Asia Pacific,2018-02-26T16:50:52Z,,http://www.mm-ix.net,http://103.103.194.2:8300/graph_image.php?local_graph_id=41&rra_id=1
GU,,2116,,GOREX,Tumon,Asia Pacific,2018-03-09T05:13:54Z,,https://gorex.uog.edu,http://perfsonar.uog.edu
ES,783,2130,Equinix Madrid,Equinix Madrid,Madrid,Europe,2018-03-22T13:45:50Z,2019-06-17T20:03:41Z,https://ix.equinix.com/home/madrid/,https://ix.equinix.com/
PT,782,2131,Equinix Lisbon,Equinix Lisbon,Lisbon,Europe,2018-03-22T13:46:38Z,2019-06-16T21:33:22Z,https://ix.equinix.com/home/lisbon/,https://ix.equinix.com/
RU,761,2149,Piter-IX (Piter-IX),PITER-IX,St.Petersburg,Europe,2018-04-02T20:32:10Z,2019-08-03T04:01:04Z,http://piter-ix.ru,http://lg.piter-ix.ru
CL,,2176,,PIT entel,Santiago,South America,2018-04-30T19:20:42Z,,http://www.pitentel.cl,http://www.pitentel.cl
US,780,2182,Equinix Denver,Equinix Denver,Denver,North America,2018-05-07T21:23:04Z,2019-06-16T21:30:34Z,https://www.equinix.com,https://ix.equinix.com
US,781,2183,Equinix Houston,Equinix Houston,Houston,North America,2018-05-07T21:23:57Z,2019-06-16T21:32:03Z,https://www.equinix.com,https://ix.equinix.com
US,766,2186,Baltimore IX,Baltimore IX,Baltimore,North America,2018-05-13T21:54:50Z,2019-03-27T18:40:04Z,https://baltimoreix.net,https://baltimoreix.net/stats
AF,749,2245,National Internet Exchange Of Afghanistan (NIXA),NIXA,Kabul,Asia Pacific,2018-06-26T00:34:19Z,2019-06-19T01:05:56Z,http://www.nixa.af,http://www.nixa.af
KZ,,2250,,KAZ-GOV-IX,Astana,Asia Pacific,2018-06-29T06:54:22Z,,http://sts.kz/,http://lg-ix.sts.kz/
TT,799,2272,TTIX2,TTIX2,Princes Town,South America,2018-07-18T20:58:43Z,2019-06-18T23:30:13Z,https://ix.tt,https://ix.tt/statistics/
US,756,2274,EVIX (Experimental Virtual Internet Exchange),EVIX,Fremont,North America,2018-07-19T16:24:58Z,2019-08-06T10:02:26Z,https://evix.org,https://evix.org
CO,776,2289,Equinix Bogot¨¢,Equinix Bogota,Bogota,South America,2018-08-02T17:59:16Z,2019-06-06T21:36:34Z,https://www.equinix.com,https://ix.equinix.com
BR,788,2291,IX.br (PTT.br) Macei¨®,IX.br (PTT.br) Macei¨®,Macei¨®/AL,South America,2018-08-06T12:42:57Z,2019-06-17T21:14:14Z,http://ix.br/,http://ix.br/trafego/agregado/mcz
IN,,2341,,REDIX Chennai,Chennai,Asia Pacific,2018-09-10T12:12:16Z,,https://redix.org,https://manage.redix.org
PR,,2353,,Puerto Rico Internet Exchange,San Juan,North America,2018-09-19T04:23:47Z,,https://www.puertorico-ix.com,https://www.puertorico-ix.com/stats
BT,757,2355,TTPL LAN (Bhutan Internet Exchange),btIX,Thimphu,Asia Pacific,2018-09-22T17:01:27Z,2019-06-13T09:00:41Z,https://www.btix.bt,https://www.btix.bt
CH,,2365,,CHIX-CH,Frauenfeld,Europe,2018-09-27T21:15:52Z,,https://chix.ch,https://chix.ch
GR,753,2386,GR-IX::Thessaloniki (Greek Internet Exchange),GR-IX::Thessaloniki,Thessaloniki,Europe,2018-11-02T11:13:23Z,2019-07-31T08:02:00Z,http://www.gr-ix.gr/,http://www.gr-ix.gr/traffic/
SO,754,2410,Somali Internet Exchange Point - Mogadishu,SoIXP,Mogadishu,Africa,2018-11-23T12:26:29Z,2019-06-18T12:28:53Z,http://www.soixp.so,https://portal.soixp.so/statistics/infrastructure
NG,,2415,,IXPN Port Harcourt,Port Harcourt,Africa,2018-11-28T12:49:35Z,,http://www.ixp.net.ng,https://traffics.ixp.net.ng/sensor.htm?id=3304&tabid=1
CH,,2447,,4b42 Internet Exchange Point,Zurich,Europe,2018-12-06T12:23:38Z,,https://www.4ixp.com,https://www.4ixp.net
CA,,2452,,UNM-Exch Canada-West,Vancouver,North America,2018-12-10T15:25:53Z,,http://unmetered.exchange,http://unmetered.exchange
TH,,2454,,CSL Thai-IX Malaysia,Bangkok,Asia Pacific,2018-12-11T03:18:51Z,,https://www.cslthai-ix.net,https://www.cslthai-ix.net
TH,,2494,,CSL Thai-IX Singapore,Bangkok,Asia Pacific,2019-01-31T01:47:49Z,,https://www.cslthai-ix.net,https://www.cslthai-ix.net
TH,,2495,,CSL Thai-IX Bangkok,Bangkok,Asia Pacific,2019-01-31T01:57:08Z,,https://www.cslthai-ix.net/,https://www.cslthai-ix.net
KZ,768,2497,KazNIX,KazNIX,Semey,Asia Pacific,2019-02-07T12:00:09Z,2019-04-17T05:46:13Z,https://kaznix.kz,https://kaznix.kz
BD,109,2516,BDIX - Dhaka (Bangladesh Internet Exchange),BDIX,Dhaka,Asia Pacific,2019-02-26T05:33:18Z,2019-05-28T18:12:48Z,http://www.bdix.net,http://www.bdix.net/stat.htm
KR,,2522,,Sejong Neutral-IX,Seoul,Asia Pacific,2019-03-07T01:44:11Z,,https://www.sejongtelecom.net/en/pages/service/data_network_nix,https://client.sjtel.net
TR,767,2527,Turk-IX,Turk-IX,Istanbul,Europe,2019-03-12T15:27:36Z,2019-03-28T16:02:05Z,https://www.turk-ix.com,https://www.turk-ix.com/monitoring.html
CM,798,2541,CAMIX Douala,CAMIX Douala,Douala  CAMTEL BEPANDA,Africa,2019-03-25T22:07:12Z,2019-06-18T23:23:36Z,http://www.camix.cm,http://www.camix.cm/index.php/statistiques-de-trafic-douala
US,,2551,,Digital Realty Chicago,Chicago,North America,2019-03-29T11:02:59Z,,https://ix.digitalrealty.com,https://ix.digitalrealty.com
CM,528,2554,CAMIX Yaounde,CAMIX Yaounde,Yaounde,Africa,2019-04-01T20:43:37Z,2019-06-18T23:23:05Z,http://www.camix.cm,http://camix.cm/index.php/techniques/technologies/statistiques-de-trafic
US,786,2558,NYIIX Philadelphia,NYIIX Philadelphia,Philadelphia,North America,2019-04-08T13:44:34Z,2019-06-17T18:01:58Z,https://www.nyiix.net/locations/nyiix-philadelphia/,https://www.nyiix.net/PHI-mrtg/sum.html
RU,,2568,,TN-IX,Novokuznetsk,Asia Pacific,2019-04-22T15:54:49Z,,http://tn-ix.net/,http://tn-ix.net/statistics/
US,,2585,,STLIX,Saint Louis  MO,North America,2019-05-09T01:40:13Z,,http://www.stlix.net,http://www.stlix.net
IN,688,2587,DE-CIX Delhi,DE-CIX Delhi,Delhi,Asia Pacific,2019-05-14T14:20:32Z,2019-06-19T01:14:35Z,https://www.de-cix.in/locations/de-cix-delhi,https://www.de-cix.in/statistics
IN,,2588,,DE-CIX Chennai,Chennai,Asia Pacific,2019-05-14T14:22:47Z,,https://www.de-cix.in/locations/de-cix-chennai,https://www.de-cix.in/
IN,689,2589,DE-CIX Kolkata,DE-CIX Kolkata,Kolkata,Asia Pacific,2019-05-14T14:25:01Z,2019-06-19T00:43:43Z,https://www.de-cix.in/,https://www.de-cix.in/
NL,774,2601,NLocix Netherlands (Netherland Local Internet Exchange),NLocIX,Meppel,Europe,2019-05-26T12:55:28Z,2019-07-25T10:02:25Z,http://www.nlocix.net,http://www.nlocix.net
UA,402,2611,KM-IX (Khmelnytskiy Internet Exchange),KM-IX,Khmelnitskiy,Europe,2019-06-13T21:23:38Z,2019-06-13T21:30:27Z,http://ix.km.ua/,http://ix.km.ua/traffic.html
BH,,2631,,Manama IX,Manama,Middle East,2019-07-11T14:01:53Z,,https://www.mn-ix.com,https://www.mn-ix.com/stats
ES,,2633,,Equinix Barcelona,Barcelona,Europe,2019-07-12T09:40:26Z,,https://ix.equinix.com/home/barcelona/,https://ix.equinix.com/
